step: 20, lr: 0.000998, cost: 1.5239, recon: 1.5239, train_time_taken: 80.0586
step: 1020, lr: 0.000904, cost: 0.3204, recon: 0.3204, train_time_taken: 70.0800
step: 1040, lr: 0.000902, cost: 0.2775, recon: 0.2775, train_time_taken: 71.5624
step: 1060, lr: 0.000900, cost: 0.3250, recon: 0.3250, train_time_taken: 70.4644
step: 1080, lr: 0.000899, cost: 0.3208, recon: 0.3208, train_time_taken: 65.3718
step: 1100, lr: 0.000897, cost: 0.3123, recon: 0.3123, train_time_taken: 70.6303
step: 1120, lr: 0.000895, cost: 0.2886, recon: 0.2886, train_time_taken: 67.2246
step: 1140, lr: 0.000893, cost: 0.2561, recon: 0.2561, train_time_taken: 70.7645
step: 1160, lr: 0.000892, cost: 0.2868, recon: 0.2868, train_time_taken: 66.2394
step: 1180, lr: 0.000890, cost: 0.3086, recon: 0.3086, train_time_taken: 66.6510
step: 1200, lr: 0.000888, cost: 0.2861, recon: 0.2861, train_time_taken: 66.1574
step: 1220, lr: 0.000886, cost: 0.2803, recon: 0.2803, train_time_taken: 66.1131
step: 1240, lr: 0.000885, cost: 0.3059, recon: 0.3059, train_time_taken: 68.2454
step: 1260, lr: 0.000883, cost: 0.2386, recon: 0.2386, train_time_taken: 67.0578
step: 1280, lr: 0.000881, cost: 0.2773, recon: 0.2773, train_time_taken: 66.0359
step: 1300, lr: 0.000879, cost: 0.2742, recon: 0.2742, train_time_taken: 66.0651
step: 1320, lr: 0.000878, cost: 0.3175, recon: 0.3175, train_time_taken: 69.4497
step: 1340, lr: 0.000876, cost: 0.2732, recon: 0.2732, train_time_taken: 68.6510
step: 1360, lr: 0.000874, cost: 0.2612, recon: 0.2612, train_time_taken: 66.6966
step: 1380, lr: 0.000872, cost: 0.2651, recon: 0.2651, train_time_taken: 64.5083
step: 1400, lr: 0.000871, cost: 0.2540, recon: 0.2540, train_time_taken: 65.3292
step: 1420, lr: 0.000869, cost: 0.2945, recon: 0.2945, train_time_taken: 66.7340
step: 1440, lr: 0.000867, cost: 0.2476, recon: 0.2476, train_time_taken: 66.5479
step: 1460, lr: 0.000866, cost: 0.1986, recon: 0.1986, train_time_taken: 68.6521
step: 1480, lr: 0.000864, cost: 0.2587, recon: 0.2587, train_time_taken: 66.5655
step: 1500, lr: 0.000862, cost: 0.2230, recon: 0.2230, train_time_taken: 67.3462
step: 1520, lr: 0.000860, cost: 0.2238, recon: 0.2238, train_time_taken: 65.3204
step: 1540, lr: 0.000859, cost: 0.2198, recon: 0.2198, train_time_taken: 65.2534
step: 1560, lr: 0.000857, cost: 0.2431, recon: 0.2431, train_time_taken: 69.7199
step: 1580, lr: 0.000855, cost: 0.2568, recon: 0.2568, train_time_taken: 68.2080
step: 1600, lr: 0.000854, cost: 0.2097, recon: 0.2097, train_time_taken: 66.9431
step: 1620, lr: 0.000852, cost: 0.2851, recon: 0.2851, train_time_taken: 70.2203
step: 1640, lr: 0.000850, cost: 0.2218, recon: 0.2218, train_time_taken: 66.7533
step: 1660, lr: 0.000849, cost: 0.2694, recon: 0.2694, train_time_taken: 65.9389
step: 1680, lr: 0.000847, cost: 0.2747, recon: 0.2747, train_time_taken: 68.7801
step: 1700, lr: 0.000845, cost: 0.2313, recon: 0.2313, train_time_taken: 67.2733
step: 1720, lr: 0.000844, cost: 0.2051, recon: 0.2051, train_time_taken: 66.3716
step: 1740, lr: 0.000842, cost: 0.2278, recon: 0.2278, train_time_taken: 71.8464
step: 1760, lr: 0.000840, cost: 0.2134, recon: 0.2134, train_time_taken: 66.7295
step: 1780, lr: 0.000839, cost: 0.1996, recon: 0.1996, train_time_taken: 67.6993
step: 1800, lr: 0.000837, cost: 0.2196, recon: 0.2196, train_time_taken: 68.3781
step: 1820, lr: 0.000835, cost: 0.2441, recon: 0.2441, train_time_taken: 72.2955
step: 1840, lr: 0.000834, cost: 0.2068, recon: 0.2068, train_time_taken: 69.2180
step: 1860, lr: 0.000832, cost: 0.2552, recon: 0.2552, train_time_taken: 66.8582
step: 1880, lr: 0.000830, cost: 0.2072, recon: 0.2072, train_time_taken: 67.6597
step: 1900, lr: 0.000829, cost: 0.2269, recon: 0.2269, train_time_taken: 67.3383
step: 1920, lr: 0.000827, cost: 0.1951, recon: 0.1951, train_time_taken: 62.6216
step: 1940, lr: 0.000825, cost: 0.2629, recon: 0.2629, train_time_taken: 61.8851
step: 1960, lr: 0.000824, cost: 0.1647, recon: 0.1647, train_time_taken: 65.6162
step: 1980, lr: 0.000822, cost: 0.2228, recon: 0.2228, train_time_taken: 63.0193
step: 2000, lr: 0.000821, cost: 0.2460, recon: 0.2460, train_time_taken: 66.4648
step: 2020, lr: 0.000819, cost: 0.2522, recon: 0.2522, train_time_taken: 63.2057
step: 2040, lr: 0.000817, cost: 0.2046, recon: 0.2046, train_time_taken: 62.8506
step: 2060, lr: 0.000816, cost: 0.1865, recon: 0.1865, train_time_taken: 63.6246
step: 2080, lr: 0.000814, cost: 0.2189, recon: 0.2189, train_time_taken: 65.1833
step: 2100, lr: 0.000812, cost: 0.1943, recon: 0.1943, train_time_taken: 66.0321
step: 2120, lr: 0.000811, cost: 0.1907, recon: 0.1907, train_time_taken: 63.8206
step: 2140, lr: 0.000809, cost: 0.2259, recon: 0.2259, train_time_taken: 62.5857
step: 2160, lr: 0.000808, cost: 0.2087, recon: 0.2087, train_time_taken: 62.4347
step: 2180, lr: 0.000806, cost: 0.1969, recon: 0.1969, train_time_taken: 61.8769
step: 2200, lr: 0.000804, cost: 0.1966, recon: 0.1966, train_time_taken: 67.4887
step: 2220, lr: 0.000803, cost: 0.1352, recon: 0.1352, train_time_taken: 63.1854
step: 2240, lr: 0.000801, cost: 0.2252, recon: 0.2252, train_time_taken: 63.9746
step: 2260, lr: 0.000800, cost: 0.1973, recon: 0.1973, train_time_taken: 67.3817
step: 2280, lr: 0.000798, cost: 0.2315, recon: 0.2315, train_time_taken: 61.0908
step: 2300, lr: 0.000797, cost: 0.1655, recon: 0.1655, train_time_taken: 60.9527
step: 2320, lr: 0.000795, cost: 0.1951, recon: 0.1951, train_time_taken: 68.9755
step: 2340, lr: 0.000793, cost: 0.1698, recon: 0.1698, train_time_taken: 63.1025
step: 2360, lr: 0.000792, cost: 0.2067, recon: 0.2067, train_time_taken: 67.3687
step: 2380, lr: 0.000790, cost: 0.1742, recon: 0.1742, train_time_taken: 60.5808
step: 2400, lr: 0.000789, cost: 0.1701, recon: 0.1701, train_time_taken: 62.7789
step: 2420, lr: 0.000787, cost: 0.1680, recon: 0.1680, train_time_taken: 64.5816
step: 2440, lr: 0.000786, cost: 0.1284, recon: 0.1284, train_time_taken: 65.0975
step: 2460, lr: 0.000784, cost: 0.1937, recon: 0.1937, train_time_taken: 65.9226
step: 2480, lr: 0.000783, cost: 0.1931, recon: 0.1931, train_time_taken: 61.4568
step: 2500, lr: 0.000781, cost: 0.1895, recon: 0.1895, train_time_taken: 60.1517
step: 2520, lr: 0.000779, cost: 0.2407, recon: 0.2407, train_time_taken: 65.8188
step: 2540, lr: 0.000778, cost: 0.2016, recon: 0.2016, train_time_taken: 63.1230
step: 2560, lr: 0.000776, cost: 0.1681, recon: 0.1681, train_time_taken: 64.0036
step: 2580, lr: 0.000775, cost: 0.2038, recon: 0.2038, train_time_taken: 61.2490
step: 2600, lr: 0.000773, cost: 0.1611, recon: 0.1611, train_time_taken: 61.1001
step: 2620, lr: 0.000772, cost: 0.2244, recon: 0.2244, train_time_taken: 57.2180
step: 2640, lr: 0.000770, cost: 0.2148, recon: 0.2148, train_time_taken: 60.1597
step: 2660, lr: 0.000769, cost: 0.1847, recon: 0.1847, train_time_taken: 64.3789
step: 2680, lr: 0.000767, cost: 0.1974, recon: 0.1974, train_time_taken: 64.3300
step: 2700, lr: 0.000766, cost: 0.1750, recon: 0.1750, train_time_taken: 63.4541
step: 2720, lr: 0.000764, cost: 0.2037, recon: 0.2037, train_time_taken: 59.4595
step: 2740, lr: 0.000763, cost: 0.1621, recon: 0.1621, train_time_taken: 65.3742
step: 2760, lr: 0.000761, cost: 0.1696, recon: 0.1696, train_time_taken: 65.7589
step: 2780, lr: 0.000760, cost: 0.2419, recon: 0.2419, train_time_taken: 60.1753
step: 2800, lr: 0.000758, cost: 0.1257, recon: 0.1257, train_time_taken: 61.0770
step: 2820, lr: 0.000757, cost: 0.1123, recon: 0.1123, train_time_taken: 64.5287
step: 2840, lr: 0.000755, cost: 0.1384, recon: 0.1384, train_time_taken: 62.1856
step: 2860, lr: 0.000754, cost: 0.2079, recon: 0.2079, train_time_taken: 58.3589
step: 2880, lr: 0.000752, cost: 0.1202, recon: 0.1202, train_time_taken: 64.5334
step: 2900, lr: 0.000751, cost: 0.1124, recon: 0.1124, train_time_taken: 60.4784
step: 2920, lr: 0.000749, cost: 0.1913, recon: 0.1913, train_time_taken: 64.2934
step: 2940, lr: 0.000748, cost: 0.1944, recon: 0.1944, train_time_taken: 63.0774
step: 2960, lr: 0.000746, cost: 0.1318, recon: 0.1318, train_time_taken: 62.4174
step: 2980, lr: 0.000745, cost: 0.1381, recon: 0.1381, train_time_taken: 59.0424
step: 3000, lr: 0.000743, cost: 0.1422, recon: 0.1422, train_time_taken: 60.2476
step: 3020, lr: 0.000742, cost: 0.1156, recon: 0.1156, train_time_taken: 58.9864
step: 3040, lr: 0.000740, cost: 0.2340, recon: 0.2340, train_time_taken: 60.2478
step: 3060, lr: 0.000739, cost: 0.1888, recon: 0.1888, train_time_taken: 61.6372
step: 3080, lr: 0.000738, cost: 0.2067, recon: 0.2067, train_time_taken: 64.2456
step: 3100, lr: 0.000736, cost: 0.1681, recon: 0.1681, train_time_taken: 66.5021
step: 3120, lr: 0.000735, cost: 0.1657, recon: 0.1657, train_time_taken: 66.4214
step: 3140, lr: 0.000733, cost: 0.1800, recon: 0.1800, train_time_taken: 61.9487
step: 3160, lr: 0.000732, cost: 0.1448, recon: 0.1448, train_time_taken: 60.4762
step: 3180, lr: 0.000730, cost: 0.1246, recon: 0.1246, train_time_taken: 60.4612
step: 3200, lr: 0.000729, cost: 0.1607, recon: 0.1607, train_time_taken: 59.7190
step: 3220, lr: 0.000727, cost: 0.1259, recon: 0.1259, train_time_taken: 62.3667
step: 3240, lr: 0.000726, cost: 0.1451, recon: 0.1451, train_time_taken: 60.6677
step: 3260, lr: 0.000725, cost: 0.1424, recon: 0.1424, train_time_taken: 63.3687
step: 3280, lr: 0.000723, cost: 0.1470, recon: 0.1470, train_time_taken: 60.7123
step: 3300, lr: 0.000722, cost: 0.1349, recon: 0.1349, train_time_taken: 60.5090
step: 3320, lr: 0.000720, cost: 0.2098, recon: 0.2098, train_time_taken: 63.8592
step: 3340, lr: 0.000719, cost: 0.1745, recon: 0.1745, train_time_taken: 61.7293
step: 3360, lr: 0.000717, cost: 0.2117, recon: 0.2117, train_time_taken: 64.1282
step: 3380, lr: 0.000716, cost: 0.1721, recon: 0.1721, train_time_taken: 67.5278
step: 3400, lr: 0.000715, cost: 0.1977, recon: 0.1977, train_time_taken: 63.0291
step: 3420, lr: 0.000713, cost: 0.1515, recon: 0.1515, train_time_taken: 60.6552
step: 3440, lr: 0.000712, cost: 0.1049, recon: 0.1049, train_time_taken: 66.3581
step: 3460, lr: 0.000710, cost: 0.1590, recon: 0.1590, train_time_taken: 58.8888
step: 3480, lr: 0.000709, cost: 0.1457, recon: 0.1457, train_time_taken: 62.2845
step: 3500, lr: 0.000708, cost: 0.1539, recon: 0.1539, train_time_taken: 62.2059
step: 3520, lr: 0.000706, cost: 0.1587, recon: 0.1587, train_time_taken: 62.0048
step: 3540, lr: 0.000705, cost: 0.1625, recon: 0.1625, train_time_taken: 61.4436
step: 3560, lr: 0.000703, cost: 0.1129, recon: 0.1129, train_time_taken: 59.3334
step: 3580, lr: 0.000702, cost: 0.1439, recon: 0.1439, train_time_taken: 55.2295
step: 3600, lr: 0.000701, cost: 0.1313, recon: 0.1313, train_time_taken: 63.6772
step: 3620, lr: 0.000699, cost: 0.1187, recon: 0.1187, train_time_taken: 63.4638
step: 3640, lr: 0.000698, cost: 0.1755, recon: 0.1755, train_time_taken: 62.5128
step: 3660, lr: 0.000697, cost: 0.1629, recon: 0.1629, train_time_taken: 62.7421
step: 3680, lr: 0.000695, cost: 0.1606, recon: 0.1606, train_time_taken: 60.6517
step: 3700, lr: 0.000694, cost: 0.1386, recon: 0.1386, train_time_taken: 61.5120
step: 3720, lr: 0.000692, cost: 0.1342, recon: 0.1342, train_time_taken: 58.3350
step: 3740, lr: 0.000691, cost: 0.1662, recon: 0.1662, train_time_taken: 58.4724
step: 3760, lr: 0.000690, cost: 0.1527, recon: 0.1527, train_time_taken: 57.9304
step: 3780, lr: 0.000688, cost: 0.1368, recon: 0.1368, train_time_taken: 57.3070
step: 3800, lr: 0.000687, cost: 0.1306, recon: 0.1306, train_time_taken: 56.7801
step: 3820, lr: 0.000686, cost: 0.1332, recon: 0.1332, train_time_taken: 63.5218
step: 3840, lr: 0.000684, cost: 0.1215, recon: 0.1215, train_time_taken: 59.2544
step: 3860, lr: 0.000683, cost: 0.1390, recon: 0.1390, train_time_taken: 56.6279
step: 3880, lr: 0.000682, cost: 0.1198, recon: 0.1198, train_time_taken: 57.7229
step: 3900, lr: 0.000680, cost: 0.1207, recon: 0.1207, train_time_taken: 60.1435
step: 3920, lr: 0.000679, cost: 0.1730, recon: 0.1730, train_time_taken: 57.1404
step: 3940, lr: 0.000678, cost: 0.1588, recon: 0.1588, train_time_taken: 58.6424
step: 3960, lr: 0.000676, cost: 0.1455, recon: 0.1455, train_time_taken: 63.9263
step: 3980, lr: 0.000675, cost: 0.1737, recon: 0.1737, train_time_taken: 59.0309
step: 4000, lr: 0.000674, cost: 0.1107, recon: 0.1107, train_time_taken: 59.0957
step: 4020, lr: 0.000672, cost: 0.1111, recon: 0.1111, train_time_taken: 56.4327
step: 4040, lr: 0.000671, cost: 0.1029, recon: 0.1029, train_time_taken: 58.0385
step: 4060, lr: 0.000670, cost: 0.1639, recon: 0.1639, train_time_taken: 54.3798
step: 4080, lr: 0.000668, cost: 0.2012, recon: 0.2012, train_time_taken: 55.9620
step: 4100, lr: 0.000667, cost: 0.0876, recon: 0.0876, train_time_taken: 58.9804
step: 4120, lr: 0.000666, cost: 0.1545, recon: 0.1545, train_time_taken: 58.0343
step: 4140, lr: 0.000664, cost: 0.1203, recon: 0.1203, train_time_taken: 57.7875
step: 4160, lr: 0.000663, cost: 0.1541, recon: 0.1541, train_time_taken: 59.7890
step: 4180, lr: 0.000662, cost: 0.1544, recon: 0.1544, train_time_taken: 61.2320
step: 4200, lr: 0.000660, cost: 0.0990, recon: 0.0990, train_time_taken: 58.4070
step: 4220, lr: 0.000659, cost: 0.1653, recon: 0.1653, train_time_taken: 62.0200
step: 4240, lr: 0.000658, cost: 0.1189, recon: 0.1189, train_time_taken: 59.8143
step: 4260, lr: 0.000657, cost: 0.1410, recon: 0.1410, train_time_taken: 57.7503
step: 4280, lr: 0.000655, cost: 0.1665, recon: 0.1665, train_time_taken: 59.8931
step: 4300, lr: 0.000654, cost: 0.1680, recon: 0.1680, train_time_taken: 58.4124
step: 4320, lr: 0.000653, cost: 0.0969, recon: 0.0969, train_time_taken: 57.6977
step: 4340, lr: 0.000651, cost: 0.1725, recon: 0.1725, train_time_taken: 57.9323
step: 4360, lr: 0.000650, cost: 0.1235, recon: 0.1235, train_time_taken: 61.0617
step: 4380, lr: 0.000649, cost: 0.1454, recon: 0.1454, train_time_taken: 62.0141
step: 4400, lr: 0.000648, cost: 0.1449, recon: 0.1449, train_time_taken: 55.8387
step: 4420, lr: 0.000646, cost: 0.1441, recon: 0.1441, train_time_taken: 55.2551
step: 4440, lr: 0.000645, cost: 0.1321, recon: 0.1321, train_time_taken: 60.8952
step: 4460, lr: 0.000644, cost: 0.1669, recon: 0.1669, train_time_taken: 58.5319
step: 4480, lr: 0.000643, cost: 0.1131, recon: 0.1131, train_time_taken: 58.3043
step: 4500, lr: 0.000641, cost: 0.1039, recon: 0.1039, train_time_taken: 55.7810
step: 4520, lr: 0.000640, cost: 0.1360, recon: 0.1360, train_time_taken: 58.7023
step: 4540, lr: 0.000639, cost: 0.0999, recon: 0.0999, train_time_taken: 61.5329
step: 4560, lr: 0.000637, cost: 0.1099, recon: 0.1099, train_time_taken: 56.2304
step: 4580, lr: 0.000636, cost: 0.0539, recon: 0.0539, train_time_taken: 54.2933
step: 4600, lr: 0.000635, cost: 0.0953, recon: 0.0953, train_time_taken: 57.7675
step: 4620, lr: 0.000634, cost: 0.0757, recon: 0.0757, train_time_taken: 56.6202
step: 4640, lr: 0.000632, cost: 0.1443, recon: 0.1443, train_time_taken: 63.3864
step: 4660, lr: 0.000631, cost: 0.1178, recon: 0.1178, train_time_taken: 58.3187
step: 4680, lr: 0.000630, cost: 0.1013, recon: 0.1013, train_time_taken: 58.6050
step: 4700, lr: 0.000629, cost: 0.1408, recon: 0.1408, train_time_taken: 59.4796
step: 4720, lr: 0.000628, cost: 0.1269, recon: 0.1269, train_time_taken: 57.4092
step: 4740, lr: 0.000626, cost: 0.1456, recon: 0.1456, train_time_taken: 59.1499
step: 4760, lr: 0.000625, cost: 0.1317, recon: 0.1317, train_time_taken: 56.2544
step: 4780, lr: 0.000624, cost: 0.1564, recon: 0.1564, train_time_taken: 59.1630
step: 4800, lr: 0.000623, cost: 0.0970, recon: 0.0970, train_time_taken: 60.1119
step: 4820, lr: 0.000621, cost: 0.1150, recon: 0.1150, train_time_taken: 57.8215
step: 4840, lr: 0.000620, cost: 0.1159, recon: 0.1159, train_time_taken: 60.4135
step: 4860, lr: 0.000619, cost: 0.1297, recon: 0.1297, train_time_taken: 58.8444
step: 4880, lr: 0.000618, cost: 0.0964, recon: 0.0964, train_time_taken: 58.9039
step: 4900, lr: 0.000616, cost: 0.0948, recon: 0.0948, train_time_taken: 59.2009
step: 4920, lr: 0.000615, cost: 0.1042, recon: 0.1042, train_time_taken: 60.0273
step: 4940, lr: 0.000614, cost: 0.1299, recon: 0.1299, train_time_taken: 57.3442
step: 4960, lr: 0.000613, cost: 0.1410, recon: 0.1410, train_time_taken: 57.7546
step: 4980, lr: 0.000612, cost: 0.1145, recon: 0.1145, train_time_taken: 57.7444
step: 5000, lr: 0.000610, cost: 0.0679, recon: 0.0679, train_time_taken: 57.6221
step: 5020, lr: 0.000609, cost: 0.0549, recon: 0.0549, train_time_taken: 60.4013
step: 5040, lr: 0.000608, cost: 0.1325, recon: 0.1325, train_time_taken: 57.3190
step: 5060, lr: 0.000607, cost: 0.1260, recon: 0.1260, train_time_taken: 55.6245
step: 5080, lr: 0.000606, cost: 0.0967, recon: 0.0967, train_time_taken: 57.1899
step: 5100, lr: 0.000604, cost: 0.1177, recon: 0.1177, train_time_taken: 60.1685
step: 5120, lr: 0.000603, cost: 0.1180, recon: 0.1180, train_time_taken: 59.2197
step: 5140, lr: 0.000602, cost: 0.0970, recon: 0.0970, train_time_taken: 56.7389
step: 5160, lr: 0.000601, cost: 0.1217, recon: 0.1217, train_time_taken: 55.4688
step: 5180, lr: 0.000600, cost: 0.1047, recon: 0.1047, train_time_taken: 61.3522
step: 5200, lr: 0.000599, cost: 0.1157, recon: 0.1157, train_time_taken: 56.1752
step: 5220, lr: 0.000597, cost: 0.1401, recon: 0.1401, train_time_taken: 56.3323
step: 5240, lr: 0.000596, cost: 0.0859, recon: 0.0859, train_time_taken: 57.2103
step: 5260, lr: 0.000595, cost: 0.1056, recon: 0.1056, train_time_taken: 57.1145
step: 5280, lr: 0.000594, cost: 0.1636, recon: 0.1636, train_time_taken: 53.6525
step: 5300, lr: 0.000593, cost: 0.1051, recon: 0.1051, train_time_taken: 56.3828
step: 5320, lr: 0.000592, cost: 0.0788, recon: 0.0788, train_time_taken: 58.3604
step: 5340, lr: 0.000590, cost: 0.1124, recon: 0.1124, train_time_taken: 56.6939
step: 5360, lr: 0.000589, cost: 0.1089, recon: 0.1089, train_time_taken: 58.8828
step: 5380, lr: 0.000588, cost: 0.0677, recon: 0.0677, train_time_taken: 57.9081
step: 5400, lr: 0.000587, cost: 0.0819, recon: 0.0819, train_time_taken: 60.1334
step: 5420, lr: 0.000586, cost: 0.0981, recon: 0.0981, train_time_taken: 53.9684
step: 5440, lr: 0.000585, cost: 0.0973, recon: 0.0973, train_time_taken: 55.8142
step: 5460, lr: 0.000583, cost: 0.0959, recon: 0.0959, train_time_taken: 59.5181
step: 5480, lr: 0.000582, cost: 0.1092, recon: 0.1092, train_time_taken: 58.0630
step: 5500, lr: 0.000581, cost: 0.0821, recon: 0.0821, train_time_taken: 55.9044
step: 5520, lr: 0.000580, cost: 0.1447, recon: 0.1447, train_time_taken: 56.2030
step: 5540, lr: 0.000579, cost: 0.0699, recon: 0.0699, train_time_taken: 58.4225
step: 5560, lr: 0.000578, cost: 0.0888, recon: 0.0888, train_time_taken: 55.9704
step: 5580, lr: 0.000577, cost: 0.0767, recon: 0.0767, train_time_taken: 56.4331
step: 5600, lr: 0.000575, cost: 0.1377, recon: 0.1377, train_time_taken: 55.6286
step: 5620, lr: 0.000574, cost: 0.0868, recon: 0.0868, train_time_taken: 57.2137
step: 5640, lr: 0.000573, cost: 0.1114, recon: 0.1114, train_time_taken: 56.3038
step: 5660, lr: 0.000572, cost: 0.1566, recon: 0.1566, train_time_taken: 56.2208
step: 5680, lr: 0.000571, cost: 0.1369, recon: 0.1369, train_time_taken: 56.4918
step: 5700, lr: 0.000570, cost: 0.1247, recon: 0.1247, train_time_taken: 55.6207
step: 5720, lr: 0.000569, cost: 0.1302, recon: 0.1302, train_time_taken: 57.5140
step: 5740, lr: 0.000568, cost: 0.0450, recon: 0.0450, train_time_taken: 57.1053
step: 5760, lr: 0.000567, cost: 0.1229, recon: 0.1229, train_time_taken: 55.7778
step: 5780, lr: 0.000565, cost: 0.1004, recon: 0.1004, train_time_taken: 54.7986
step: 5800, lr: 0.000564, cost: 0.0912, recon: 0.0912, train_time_taken: 57.5481
step: 5820, lr: 0.000563, cost: 0.1294, recon: 0.1294, train_time_taken: 56.6674
step: 5840, lr: 0.000562, cost: 0.1015, recon: 0.1015, train_time_taken: 55.6080
step: 5860, lr: 0.000561, cost: 0.1251, recon: 0.1251, train_time_taken: 60.7773
step: 5880, lr: 0.000560, cost: 0.1205, recon: 0.1205, train_time_taken: 78.2330
step: 5900, lr: 0.000559, cost: 0.0722, recon: 0.0722, train_time_taken: 73.8151
step: 5920, lr: 0.000558, cost: 0.1224, recon: 0.1224, train_time_taken: 75.7753
step: 5940, lr: 0.000557, cost: -0.0050, recon: -0.0050, train_time_taken: 74.2988
step: 5960, lr: 0.000555, cost: 0.0968, recon: 0.0968, train_time_taken: 76.4474
step: 5980, lr: 0.000554, cost: 0.1066, recon: 0.1066, train_time_taken: 76.9460
step: 6000, lr: 0.000553, cost: 0.0880, recon: 0.0880, train_time_taken: 80.7911
step: 6020, lr: 0.000552, cost: 0.1022, recon: 0.1022, train_time_taken: 74.5138
step: 6040, lr: 0.000551, cost: 0.1028, recon: 0.1028, train_time_taken: 78.5682
step: 6060, lr: 0.000550, cost: 0.1162, recon: 0.1162, train_time_taken: 74.6014
step: 6080, lr: 0.000549, cost: 0.1046, recon: 0.1046, train_time_taken: 77.2628
