step: 20, lr: 0.000998, cost: 1.0722, recon: 1.0722, train_time_taken: 64.5813
step: 1340, lr: 0.000876, cost: 0.1940, recon: 0.1940, train_time_taken: 57.8139
step: 1360, lr: 0.000874, cost: 0.1494, recon: 0.1494, train_time_taken: 52.2648
step: 1380, lr: 0.000872, cost: 0.1564, recon: 0.1564, train_time_taken: 53.6794
step: 1400, lr: 0.000871, cost: 0.1536, recon: 0.1536, train_time_taken: 55.0880
step: 1420, lr: 0.000869, cost: 0.1497, recon: 0.1497, train_time_taken: 56.9797
step: 1440, lr: 0.000867, cost: 0.1724, recon: 0.1724, train_time_taken: 60.1924
step: 1460, lr: 0.000866, cost: 0.1772, recon: 0.1772, train_time_taken: 58.1474
step: 1480, lr: 0.000864, cost: 0.1601, recon: 0.1601, train_time_taken: 58.8599
step: 1500, lr: 0.000862, cost: 0.1269, recon: 0.1269, train_time_taken: 52.3711
step: 1520, lr: 0.000860, cost: 0.1181, recon: 0.1181, train_time_taken: 52.5825
step: 1540, lr: 0.000859, cost: 0.1344, recon: 0.1344, train_time_taken: 54.1714
step: 1560, lr: 0.000857, cost: 0.1269, recon: 0.1269, train_time_taken: 52.5230
step: 1580, lr: 0.000855, cost: 0.1674, recon: 0.1674, train_time_taken: 57.5438
step: 1600, lr: 0.000854, cost: 0.1750, recon: 0.1750, train_time_taken: 53.7151
step: 1620, lr: 0.000852, cost: 0.1390, recon: 0.1390, train_time_taken: 54.0702
step: 1640, lr: 0.000850, cost: 0.1416, recon: 0.1416, train_time_taken: 52.6542
step: 1660, lr: 0.000849, cost: 0.1466, recon: 0.1466, train_time_taken: 52.6230
step: 1680, lr: 0.000847, cost: 0.1393, recon: 0.1393, train_time_taken: 64.8482
step: 1700, lr: 0.000845, cost: 0.0903, recon: 0.0903, train_time_taken: 73.1844
step: 1720, lr: 0.000844, cost: 0.1923, recon: 0.1923, train_time_taken: 73.8094
step: 1740, lr: 0.000842, cost: 0.1087, recon: 0.1087, train_time_taken: 76.4095
step: 1760, lr: 0.000840, cost: 0.1846, recon: 0.1846, train_time_taken: 74.0080
step: 1780, lr: 0.000839, cost: 0.1702, recon: 0.1702, train_time_taken: 73.3848
step: 1800, lr: 0.000837, cost: 0.0804, recon: 0.0804, train_time_taken: 73.0171
step: 1820, lr: 0.000835, cost: 0.1301, recon: 0.1301, train_time_taken: 77.0082
step: 1840, lr: 0.000834, cost: 0.1881, recon: 0.1881, train_time_taken: 72.2032
step: 1860, lr: 0.000832, cost: 0.1595, recon: 0.1595, train_time_taken: 77.2396
step: 1880, lr: 0.000830, cost: 0.1254, recon: 0.1254, train_time_taken: 75.0087
step: 1900, lr: 0.000829, cost: 0.0990, recon: 0.0990, train_time_taken: 73.7226
step: 1920, lr: 0.000827, cost: 0.1394, recon: 0.1394, train_time_taken: 71.8002
step: 1940, lr: 0.000825, cost: 0.1597, recon: 0.1597, train_time_taken: 77.0467
step: 1960, lr: 0.000824, cost: 0.1294, recon: 0.1294, train_time_taken: 73.8411
step: 1980, lr: 0.000822, cost: 0.1544, recon: 0.1544, train_time_taken: 71.3719
step: 2000, lr: 0.000821, cost: 0.1502, recon: 0.1502, train_time_taken: 73.0204
step: 2020, lr: 0.000819, cost: 0.1647, recon: 0.1647, train_time_taken: 77.6337
step: 2040, lr: 0.000817, cost: 0.1109, recon: 0.1109, train_time_taken: 69.4977
step: 2060, lr: 0.000816, cost: 0.0979, recon: 0.0979, train_time_taken: 69.8695
step: 2080, lr: 0.000814, cost: 0.1074, recon: 0.1074, train_time_taken: 71.1023
step: 2100, lr: 0.000812, cost: 0.1087, recon: 0.1087, train_time_taken: 69.0235
step: 2120, lr: 0.000811, cost: 0.0995, recon: 0.0995, train_time_taken: 69.0385
step: 2140, lr: 0.000809, cost: 0.0855, recon: 0.0855, train_time_taken: 69.2420
step: 2160, lr: 0.000808, cost: 0.1185, recon: 0.1185, train_time_taken: 72.1380
step: 2180, lr: 0.000806, cost: 0.1509, recon: 0.1509, train_time_taken: 71.3980
step: 2200, lr: 0.000804, cost: 0.1593, recon: 0.1593, train_time_taken: 69.8393
step: 2220, lr: 0.000803, cost: 0.1275, recon: 0.1275, train_time_taken: 66.5161
step: 2240, lr: 0.000801, cost: 0.1391, recon: 0.1391, train_time_taken: 68.6216
step: 2260, lr: 0.000800, cost: 0.1610, recon: 0.1610, train_time_taken: 69.4818
step: 2280, lr: 0.000798, cost: 0.1081, recon: 0.1081, train_time_taken: 68.1443
step: 2300, lr: 0.000797, cost: 0.1275, recon: 0.1275, train_time_taken: 67.8033
step: 2320, lr: 0.000795, cost: 0.0803, recon: 0.0803, train_time_taken: 70.9862
step: 2340, lr: 0.000793, cost: 0.1361, recon: 0.1361, train_time_taken: 67.9154
step: 2360, lr: 0.000792, cost: 0.1383, recon: 0.1383, train_time_taken: 66.8174
step: 2380, lr: 0.000790, cost: 0.0866, recon: 0.0866, train_time_taken: 67.7306
step: 2400, lr: 0.000789, cost: 0.1265, recon: 0.1265, train_time_taken: 69.1874
step: 2420, lr: 0.000787, cost: 0.1022, recon: 0.1022, train_time_taken: 66.5728
step: 2440, lr: 0.000786, cost: 0.1515, recon: 0.1515, train_time_taken: 68.2455
step: 2460, lr: 0.000784, cost: 0.1427, recon: 0.1427, train_time_taken: 69.4771
step: 2480, lr: 0.000783, cost: 0.0770, recon: 0.0770, train_time_taken: 69.8256
step: 2500, lr: 0.000781, cost: 0.1353, recon: 0.1353, train_time_taken: 68.3541
step: 2520, lr: 0.000779, cost: 0.1091, recon: 0.1091, train_time_taken: 66.4050
step: 2540, lr: 0.000778, cost: 0.1086, recon: 0.1086, train_time_taken: 69.0563
step: 2560, lr: 0.000776, cost: 0.1292, recon: 0.1292, train_time_taken: 67.9710
step: 2580, lr: 0.000775, cost: 0.1122, recon: 0.1122, train_time_taken: 68.6772
step: 2600, lr: 0.000773, cost: 0.0801, recon: 0.0801, train_time_taken: 66.5670
step: 2620, lr: 0.000772, cost: 0.1199, recon: 0.1199, train_time_taken: 65.3073
step: 2640, lr: 0.000770, cost: 0.1204, recon: 0.1204, train_time_taken: 69.3674
step: 2660, lr: 0.000769, cost: 0.0918, recon: 0.0918, train_time_taken: 67.7022
step: 2680, lr: 0.000767, cost: 0.0834, recon: 0.0834, train_time_taken: 65.7712
step: 2700, lr: 0.000766, cost: 0.1076, recon: 0.1076, train_time_taken: 66.5200
step: 2720, lr: 0.000764, cost: 0.1307, recon: 0.1307, train_time_taken: 70.3730
step: 2740, lr: 0.000763, cost: 0.1868, recon: 0.1868, train_time_taken: 67.5437
step: 2760, lr: 0.000761, cost: 0.1463, recon: 0.1463, train_time_taken: 65.1252
step: 2780, lr: 0.000760, cost: 0.1465, recon: 0.1465, train_time_taken: 65.7669
step: 2800, lr: 0.000758, cost: 0.1084, recon: 0.1084, train_time_taken: 69.1353
step: 2820, lr: 0.000757, cost: 0.1546, recon: 0.1546, train_time_taken: 66.4686
step: 2840, lr: 0.000755, cost: 0.1040, recon: 0.1040, train_time_taken: 65.1024
step: 2860, lr: 0.000754, cost: 0.1209, recon: 0.1209, train_time_taken: 63.2947
step: 2880, lr: 0.000752, cost: 0.0983, recon: 0.0983, train_time_taken: 68.4308
step: 2900, lr: 0.000751, cost: 0.0855, recon: 0.0855, train_time_taken: 67.9585
step: 2920, lr: 0.000749, cost: 0.1361, recon: 0.1361, train_time_taken: 64.8434
step: 2940, lr: 0.000748, cost: 0.1030, recon: 0.1030, train_time_taken: 64.2310
step: 2960, lr: 0.000746, cost: 0.0750, recon: 0.0750, train_time_taken: 65.0147
step: 2980, lr: 0.000745, cost: 0.1080, recon: 0.1080, train_time_taken: 65.9387
step: 3000, lr: 0.000743, cost: 0.0510, recon: 0.0510, train_time_taken: 66.8236
step: 3020, lr: 0.000742, cost: 0.1243, recon: 0.1243, train_time_taken: 65.4708
step: 3040, lr: 0.000740, cost: 0.1219, recon: 0.1219, train_time_taken: 66.5563
step: 3060, lr: 0.000739, cost: 0.0905, recon: 0.0905, train_time_taken: 68.7647
step: 3080, lr: 0.000738, cost: 0.0722, recon: 0.0722, train_time_taken: 62.5897
step: 3100, lr: 0.000736, cost: 0.1016, recon: 0.1016, train_time_taken: 68.5090
step: 3120, lr: 0.000735, cost: 0.1186, recon: 0.1186, train_time_taken: 65.0496
step: 3140, lr: 0.000733, cost: 0.1119, recon: 0.1119, train_time_taken: 67.2442
step: 3160, lr: 0.000732, cost: 0.1138, recon: 0.1138, train_time_taken: 61.9063
step: 3180, lr: 0.000730, cost: 0.0845, recon: 0.0845, train_time_taken: 66.2786
step: 3200, lr: 0.000729, cost: 0.1275, recon: 0.1275, train_time_taken: 65.7024
step: 3220, lr: 0.000727, cost: 0.1089, recon: 0.1089, train_time_taken: 68.8288
step: 3240, lr: 0.000726, cost: 0.1074, recon: 0.1074, train_time_taken: 67.8892
step: 3260, lr: 0.000725, cost: 0.0771, recon: 0.0771, train_time_taken: 66.4378
step: 3280, lr: 0.000723, cost: 0.0638, recon: 0.0638, train_time_taken: 67.2414
step: 3300, lr: 0.000722, cost: 0.1332, recon: 0.1332, train_time_taken: 67.7453
step: 3320, lr: 0.000720, cost: 0.0928, recon: 0.0928, train_time_taken: 65.9010
step: 3340, lr: 0.000719, cost: 0.0771, recon: 0.0771, train_time_taken: 69.1911
step: 3360, lr: 0.000717, cost: 0.1070, recon: 0.1070, train_time_taken: 67.9788
step: 3380, lr: 0.000716, cost: 0.0943, recon: 0.0943, train_time_taken: 66.5324
step: 3400, lr: 0.000715, cost: 0.1397, recon: 0.1397, train_time_taken: 71.7983
step: 3420, lr: 0.000713, cost: 0.1228, recon: 0.1228, train_time_taken: 65.8589
step: 3440, lr: 0.000712, cost: 0.0896, recon: 0.0896, train_time_taken: 69.1772
step: 3460, lr: 0.000710, cost: 0.1263, recon: 0.1263, train_time_taken: 68.4626
step: 3480, lr: 0.000709, cost: 0.0926, recon: 0.0926, train_time_taken: 66.9802
step: 3500, lr: 0.000708, cost: 0.0744, recon: 0.0744, train_time_taken: 64.6295
step: 3520, lr: 0.000706, cost: 0.1034, recon: 0.1034, train_time_taken: 68.1263
step: 3540, lr: 0.000705, cost: 0.0839, recon: 0.0839, train_time_taken: 70.0136
step: 3560, lr: 0.000703, cost: 0.0778, recon: 0.0778, train_time_taken: 66.3513
step: 3580, lr: 0.000702, cost: 0.1099, recon: 0.1099, train_time_taken: 67.6419
step: 3600, lr: 0.000701, cost: 0.0672, recon: 0.0672, train_time_taken: 68.4865
step: 3620, lr: 0.000699, cost: 0.1051, recon: 0.1051, train_time_taken: 63.8136
step: 3640, lr: 0.000698, cost: 0.0944, recon: 0.0944, train_time_taken: 63.9588
step: 3660, lr: 0.000697, cost: 0.0797, recon: 0.0797, train_time_taken: 71.2305
step: 3680, lr: 0.000695, cost: 0.0807, recon: 0.0807, train_time_taken: 68.5272
step: 3700, lr: 0.000694, cost: 0.0876, recon: 0.0876, train_time_taken: 69.2297
step: 3720, lr: 0.000692, cost: 0.0672, recon: 0.0672, train_time_taken: 71.0392
step: 3740, lr: 0.000691, cost: 0.1280, recon: 0.1280, train_time_taken: 66.1959
step: 3760, lr: 0.000690, cost: 0.1174, recon: 0.1174, train_time_taken: 65.1788
step: 3780, lr: 0.000688, cost: 0.0672, recon: 0.0672, train_time_taken: 68.3849
step: 3800, lr: 0.000687, cost: 0.1103, recon: 0.1103, train_time_taken: 65.9388
step: 3820, lr: 0.000686, cost: 0.1244, recon: 0.1244, train_time_taken: 64.2004
step: 3840, lr: 0.000684, cost: 0.1112, recon: 0.1112, train_time_taken: 66.5517
step: 3860, lr: 0.000683, cost: 0.0969, recon: 0.0969, train_time_taken: 67.5971
step: 3880, lr: 0.000682, cost: 0.0883, recon: 0.0883, train_time_taken: 63.9164
step: 3900, lr: 0.000680, cost: 0.1021, recon: 0.1021, train_time_taken: 64.9247
step: 3920, lr: 0.000679, cost: 0.1064, recon: 0.1064, train_time_taken: 65.8856
step: 3940, lr: 0.000678, cost: 0.0966, recon: 0.0966, train_time_taken: 64.8190
step: 3960, lr: 0.000676, cost: 0.0524, recon: 0.0524, train_time_taken: 70.8432
step: 3980, lr: 0.000675, cost: 0.0610, recon: 0.0610, train_time_taken: 66.3806
step: 4000, lr: 0.000674, cost: 0.1028, recon: 0.1028, train_time_taken: 66.2257
step: 4020, lr: 0.000672, cost: 0.0493, recon: 0.0493, train_time_taken: 63.2436
step: 4040, lr: 0.000671, cost: 0.1121, recon: 0.1121, train_time_taken: 66.9639
step: 4060, lr: 0.000670, cost: 0.0752, recon: 0.0752, train_time_taken: 65.3813
step: 4080, lr: 0.000668, cost: 0.0755, recon: 0.0755, train_time_taken: 65.1698
step: 4100, lr: 0.000667, cost: 0.0955, recon: 0.0955, train_time_taken: 66.3983
step: 4120, lr: 0.000666, cost: 0.1139, recon: 0.1139, train_time_taken: 64.6734
step: 4140, lr: 0.000664, cost: 0.0857, recon: 0.0857, train_time_taken: 66.4287
step: 4160, lr: 0.000663, cost: 0.0627, recon: 0.0627, train_time_taken: 64.3970
step: 4180, lr: 0.000662, cost: 0.1118, recon: 0.1118, train_time_taken: 69.1053
step: 4200, lr: 0.000660, cost: 0.0884, recon: 0.0884, train_time_taken: 62.7450
step: 4220, lr: 0.000659, cost: 0.0755, recon: 0.0755, train_time_taken: 64.1227
step: 4240, lr: 0.000658, cost: 0.1033, recon: 0.1033, train_time_taken: 63.2883
step: 4260, lr: 0.000657, cost: 0.0417, recon: 0.0417, train_time_taken: 59.7943
step: 4280, lr: 0.000655, cost: 0.0639, recon: 0.0639, train_time_taken: 65.5901
step: 4300, lr: 0.000654, cost: 0.0493, recon: 0.0493, train_time_taken: 61.4479
step: 4320, lr: 0.000653, cost: 0.0857, recon: 0.0857, train_time_taken: 59.4483
step: 4340, lr: 0.000651, cost: 0.1220, recon: 0.1220, train_time_taken: 59.4268
step: 4360, lr: 0.000650, cost: 0.0774, recon: 0.0774, train_time_taken: 62.9694
step: 4380, lr: 0.000649, cost: 0.0679, recon: 0.0679, train_time_taken: 59.6895
step: 4400, lr: 0.000648, cost: 0.1097, recon: 0.1097, train_time_taken: 64.2848
step: 4420, lr: 0.000646, cost: 0.0762, recon: 0.0762, train_time_taken: 59.4912
step: 4440, lr: 0.000645, cost: 0.0289, recon: 0.0289, train_time_taken: 60.8351
step: 4460, lr: 0.000644, cost: 0.0647, recon: 0.0647, train_time_taken: 59.8700
step: 4480, lr: 0.000643, cost: 0.0713, recon: 0.0713, train_time_taken: 58.3918
step: 4500, lr: 0.000641, cost: 0.0586, recon: 0.0586, train_time_taken: 61.3689
step: 4520, lr: 0.000640, cost: 0.0409, recon: 0.0409, train_time_taken: 59.9110
step: 4540, lr: 0.000639, cost: 0.0544, recon: 0.0544, train_time_taken: 59.6834
step: 4560, lr: 0.000637, cost: 0.0703, recon: 0.0703, train_time_taken: 63.3431
step: 4580, lr: 0.000636, cost: 0.0521, recon: 0.0521, train_time_taken: 64.6300
step: 4600, lr: 0.000635, cost: 0.0903, recon: 0.0903, train_time_taken: 58.1865
step: 4620, lr: 0.000634, cost: 0.0746, recon: 0.0746, train_time_taken: 62.1082
step: 4640, lr: 0.000632, cost: 0.0725, recon: 0.0725, train_time_taken: 58.4855
step: 4660, lr: 0.000631, cost: 0.0188, recon: 0.0188, train_time_taken: 59.6856
step: 4680, lr: 0.000630, cost: 0.1227, recon: 0.1227, train_time_taken: 60.6119
step: 4700, lr: 0.000629, cost: 0.0691, recon: 0.0691, train_time_taken: 55.7988
step: 4720, lr: 0.000628, cost: 0.0402, recon: 0.0402, train_time_taken: 62.1396
step: 4740, lr: 0.000626, cost: 0.0571, recon: 0.0571, train_time_taken: 57.8742
step: 4760, lr: 0.000625, cost: 0.1020, recon: 0.1020, train_time_taken: 63.6029
step: 4780, lr: 0.000624, cost: 0.0911, recon: 0.0911, train_time_taken: 61.8643
step: 4800, lr: 0.000623, cost: 0.0995, recon: 0.0995, train_time_taken: 61.6353
step: 4820, lr: 0.000621, cost: 0.0798, recon: 0.0798, train_time_taken: 60.1745
step: 4840, lr: 0.000620, cost: 0.0807, recon: 0.0807, train_time_taken: 59.0212
step: 4860, lr: 0.000619, cost: 0.0834, recon: 0.0834, train_time_taken: 59.6391
step: 4880, lr: 0.000618, cost: 0.1227, recon: 0.1227, train_time_taken: 59.5445
step: 4900, lr: 0.000616, cost: 0.0685, recon: 0.0685, train_time_taken: 55.7875
step: 4920, lr: 0.000615, cost: 0.0873, recon: 0.0873, train_time_taken: 59.5079
step: 4940, lr: 0.000614, cost: 0.0471, recon: 0.0471, train_time_taken: 58.3185
step: 4960, lr: 0.000613, cost: 0.0717, recon: 0.0717, train_time_taken: 56.0376
step: 4980, lr: 0.000612, cost: 0.0374, recon: 0.0374, train_time_taken: 59.1445
step: 5000, lr: 0.000610, cost: 0.0977, recon: 0.0977, train_time_taken: 58.5696
step: 5020, lr: 0.000609, cost: 0.1153, recon: 0.1153, train_time_taken: 60.3477
step: 5040, lr: 0.000608, cost: 0.0508, recon: 0.0508, train_time_taken: 57.4436
step: 5060, lr: 0.000607, cost: 0.0567, recon: 0.0567, train_time_taken: 59.2496
step: 5080, lr: 0.000606, cost: 0.0528, recon: 0.0528, train_time_taken: 57.9173
step: 5100, lr: 0.000604, cost: 0.0699, recon: 0.0699, train_time_taken: 59.5556
step: 5120, lr: 0.000603, cost: 0.1007, recon: 0.1007, train_time_taken: 60.3437
step: 5140, lr: 0.000602, cost: 0.0421, recon: 0.0421, train_time_taken: 59.5429
step: 5160, lr: 0.000601, cost: 0.0169, recon: 0.0169, train_time_taken: 56.3974
step: 5180, lr: 0.000600, cost: 0.0638, recon: 0.0638, train_time_taken: 55.1278
step: 5200, lr: 0.000599, cost: 0.0642, recon: 0.0642, train_time_taken: 57.8347
step: 5220, lr: 0.000597, cost: 0.0681, recon: 0.0681, train_time_taken: 59.6394
step: 5240, lr: 0.000596, cost: 0.0492, recon: 0.0492, train_time_taken: 57.3659
step: 5260, lr: 0.000595, cost: 0.0670, recon: 0.0670, train_time_taken: 57.4013
step: 5280, lr: 0.000594, cost: 0.0121, recon: 0.0121, train_time_taken: 57.5417
step: 5300, lr: 0.000593, cost: 0.0267, recon: 0.0267, train_time_taken: 55.0403
step: 5320, lr: 0.000592, cost: 0.0226, recon: 0.0226, train_time_taken: 58.6028
step: 5340, lr: 0.000590, cost: 0.0662, recon: 0.0662, train_time_taken: 57.0016
step: 5360, lr: 0.000589, cost: 0.0539, recon: 0.0539, train_time_taken: 60.1432
step: 5380, lr: 0.000588, cost: 0.1034, recon: 0.1034, train_time_taken: 58.4879
step: 5400, lr: 0.000587, cost: 0.0366, recon: 0.0366, train_time_taken: 55.6077
step: 5420, lr: 0.000586, cost: 0.0519, recon: 0.0519, train_time_taken: 56.4460
step: 5440, lr: 0.000585, cost: 0.0634, recon: 0.0634, train_time_taken: 55.5591
step: 5460, lr: 0.000583, cost: 0.0739, recon: 0.0739, train_time_taken: 57.3866
step: 5480, lr: 0.000582, cost: 0.0319, recon: 0.0319, train_time_taken: 9659.0509
step: 5500, lr: 0.000581, cost: 0.0748, recon: 0.0748, train_time_taken: 55.6645
step: 5520, lr: 0.000580, cost: 0.0789, recon: 0.0789, train_time_taken: 58.1006
step: 5540, lr: 0.000579, cost: 0.0890, recon: 0.0890, train_time_taken: 61.8058
step: 5560, lr: 0.000578, cost: 0.0609, recon: 0.0609, train_time_taken: 58.9278
step: 5580, lr: 0.000577, cost: 0.0766, recon: 0.0766, train_time_taken: 57.2350
step: 5600, lr: 0.000575, cost: 0.0824, recon: 0.0824, train_time_taken: 60.3214
step: 5620, lr: 0.000574, cost: 0.0197, recon: 0.0197, train_time_taken: 62.9507
step: 5640, lr: 0.000573, cost: 0.0819, recon: 0.0819, train_time_taken: 62.7407
step: 5660, lr: 0.000572, cost: 0.0902, recon: 0.0902, train_time_taken: 58.8872
step: 5680, lr: 0.000571, cost: 0.0824, recon: 0.0824, train_time_taken: 56.6430
step: 5700, lr: 0.000570, cost: 0.0397, recon: 0.0397, train_time_taken: 60.7952
step: 5720, lr: 0.000569, cost: 0.0563, recon: 0.0563, train_time_taken: 58.7046
step: 5740, lr: 0.000568, cost: 0.0533, recon: 0.0533, train_time_taken: 57.4254
step: 5760, lr: 0.000567, cost: 0.0968, recon: 0.0968, train_time_taken: 62.2894
step: 5780, lr: 0.000565, cost: 0.0437, recon: 0.0437, train_time_taken: 58.0581
step: 5800, lr: 0.000564, cost: 0.0439, recon: 0.0439, train_time_taken: 58.4306
step: 5820, lr: 0.000563, cost: 0.0288, recon: 0.0288, train_time_taken: 60.6200
step: 5840, lr: 0.000562, cost: 0.0512, recon: 0.0512, train_time_taken: 58.6201
step: 5860, lr: 0.000561, cost: 0.0518, recon: 0.0518, train_time_taken: 57.3177
step: 5880, lr: 0.000560, cost: 0.0795, recon: 0.0795, train_time_taken: 56.4277
step: 5900, lr: 0.000559, cost: 0.0430, recon: 0.0430, train_time_taken: 57.0309
step: 5920, lr: 0.000558, cost: 0.0519, recon: 0.0519, train_time_taken: 60.4561
step: 5940, lr: 0.000557, cost: 0.0337, recon: 0.0337, train_time_taken: 67.0319
step: 5960, lr: 0.000555, cost: 0.0327, recon: 0.0327, train_time_taken: 56.3741
step: 5980, lr: 0.000554, cost: 0.0614, recon: 0.0614, train_time_taken: 58.7846
step: 6000, lr: 0.000553, cost: 0.0880, recon: 0.0880, train_time_taken: 56.8753
step: 6020, lr: 0.000552, cost: 0.0484, recon: 0.0484, train_time_taken: 58.7402
step: 6040, lr: 0.000551, cost: 0.0235, recon: 0.0235, train_time_taken: 58.2642
step: 6060, lr: 0.000550, cost: 0.0633, recon: 0.0633, train_time_taken: 56.1491
step: 6080, lr: 0.000549, cost: 0.0431, recon: 0.0431, train_time_taken: 57.0356
